text,emoji
"Doesn’t this patriotic cupcake dress just make you happy? It makes us !!!! #snowball…
",6
"@user good to see you on @user
",6
"Doing my own lights on this gig. I’m so fancy Century House Tavern in Woodstock until 10!…
",1
"Morning shots at the lake!#lakelife #mondayfunday #momonamission #fuelyourday @ Lake Almanor
",5
"#elfontheshelf chillin with my Bela @ Pico Rivera, California
",0
"Can't wait to be an Eagle next year with my boys!…
",0
"#NewBlogpost on Standing Up &amp; Unapologetic: It's Your Time to Shine! (Link in…
",4
"Rake it up, rake it up #issamonday #legendary @ Swift Lounge
",1
"So thankful for these few days with my favorite people, my family. :…
",2
"Coming soon.... big announcement! #creative #lovewhatwedo #friendship #maitlandfl…
",0
"The Zraig Mobile!!!! #WrestleMania #Dallas #chevroletcamaro @ Arlington, Texas
",7
"At it again! B's cap flew off-road that's a committed flop! …
",1
"About last night #UNICEFball #ootd #makeapromise #childrenfirst Hair @user #west3rd…
",4
"gabby and gabby pulling in the win for j2 crew @ Sacramento Memorial Auditorium
",0
"Dec going to be @user @user @user richforever @user @user @user
",3
"I love this place @ Downtown Houston
",0
"love this man #LookAtTheCamera @ King, North Carolina
",2
"Just met my beautiful Cuzo Narly! She's eight months &amp; she's gorgeous! I'm in love with her! …
",0
"The sign for the restrooms in a bowling alley!! Lol! #mademyday @ Sunset Lanes BB
",1
"I voted for more lattes. #election2016 @ The Gallery Espresso
",7
"#July #Vegas #ChampsTradeShows was lit! @user #bigassjoint #cannabis #rawpapers #clouds…
",3
"take me back :( @ Lake Cumberland
",9
"The girls @ Far Rockaway, New York
",0
"Never let anyone dim your shine. Your light was made for a reason. : kierra.johnson @ Downtown…
",2
"happy 19th birthday to my fellow twin tower I love you lots mckinkin and I hope you have a…
",4
"Repost from friendsofnewarkahs using repostregramapp - Meet SHAKE #26357Poor Shake was…
",0
"Post Thanksgiving relaxation on the beach @ Oak Isalnd, NC
",0
"Just a typical day...walking across the Brooklyn Bridge. @ The Brooklyn Bridge New York City
",12
"#friday #bored #selfie #fridaynight (Too much cleavage in this pic so I had to crop it ) @user
",1
"July 4 @ Chino Hills, California
",4
"@user @ Lincoln Hall + Schubas
",0
"Hiking time with my favourite ladies and little man ️ ##nephewlove #family #hiking #nature…
",0
"Shoutout to Vickie! Halfway to @ CrosswhiteFitness
",11
"#saarinen #JFK #nyc being a tourist @ John F. Kennedy International Airport
",13
"Supporting my mom and dad for spreading heart health in women Love seeing how my mom and…
",0
"Sunshine state of mind ️ @ Disney Springs
",9
"I'm probably not gonna end up falling asleep tonight.
",1
"I smell presents #truemeaningofchristmas .....#christmaseve #canada #selfie…
",8
"Start I promise you will not regret it. #armday #liveyourself #joinme #healthy #Herbalife…
",12
"Love this sweet g lil' of mine #chiochella @ Downtown, Jonesboro
",0
"my girl looked beautiful last night @ Greenville Golf and Country Club
",3
"This is how you know the crowd really fucks with you click the link in my bio to hear the full song…
",11
"yesitsgabriel delts are not natty seriously the best delts I've seen in person. Killed upper…
",1
"@user @user I'll admit it was not one of my brightest moments
",1
"That seagull though. But seriously, any day with bobbiegene is a GREAT day. I am so…
",1
"️ ️ ️ @user @ Ponca City Country Club
",0
"Crochet install with Nubian twist hair #ilovewhatido #crochet #ibraid #braids #antiochbraider…
",0
"Don't hit the unblock button to be nosey. @ Cincinnati
",1
"Who's ready to eat?! Try our Komodo 2.0 as a rice bowl! @user #yesplease @ Komodo
",2
"when you wake up and stare at the ceiling thinking..do I really need this job? #jk #makemoneygetturnt #needtoaffordmylifestyle
",1
"I'm just doin what i love the most next to my family... give ya…
",3
"with @user &amp; @user @ Paramount Pictures Studios, Hollywoood
",13
"#FreeReign X #Converse @ The Sinclair
",2
"Views. @ Surf City, Topsail Island
",9
"#fbf And it wouldn't be a complete visit without seeing neilweisberg @user Sorry to…
",0
"""When I say $hmop, Y'all say Life"" #bestthangsmokintour @ The Crest Theatre
",5
"YMCA No Pain No Gain @ Hartley Drive Family YMCA
",4
"@user She wanted it like Katniss
",10
"Jaxten does the chicken dance! @ Epcot - Walt Disney World
",1
"My first selfie with a co-worker at my new store!!! #mcdonalds #managers #imlovingit ️…
",0
"Thanks for the , serg_qs @ Chicago, Illinois
",2
"my beautiful bff, love you long time#karassweet16 @ Radisson…
",0
"T-Shirts available... Shop link in bio. #MakeMuricaAmericaAgain #tshirt #graphictees #murica…
",7
"Sunsets. Gotta love em #nyc #upperwest #newyork #sunsets #instamood #igdaily #igrecommend…
",12
"Enjoy siya #Jetlag @ New York, New York
",6
"#sundayfunday @ Congress Hotel Downtown Chicago
",0
"current rotation. #sfmoma { @user } @ SFMOMA San Francisco Museum of Modern Art
",2
"BUCA CROSS-BODY Gorgeous day to slap on your Cross-body Bag and head out! Buca now available in…
",4
"Oh yeah, went to Kuma's for the first time &amp; with this dink. Appetizer was , but Midkey my…
",3
"Working eliflamezz @ Gwinnett County, Georgia
",3
"Starting off Sunday morning with a product shot, styling by me, @user of YSL Beauty,…
",2
"mozzymemba killin with that #1uptopahk but we still in rotation # #listen #newmusic #rap…
",3
"Apparently it was our birthdays too #toomuchtodrink #imold #hanniesbday @ El Camino
",1
"Business fraternities are fun too @ Whisper
",10
"@user iCare2 available @user Tiny with a kick Visit Vapor Widgets at 12754 SW 88…
",3
"I love bitches wit tongue ring dey kno how to suk a dick
",1
"Had a lovely night with my girl, Jelly! Thank you for today! ️ @ Dickinson Festival of Lights…
",0
"Slashin' it 2nite in Santa Monica! #ThankGodItsFreeeee makailounge needles drop 9pm…
",13
"live. laugh. lake. ️ @ Lake Wausau
",9
"Celebrating in style ️#happybirthdaytome #disneyland #giraffes #thegatos @ ""it's a small world""
",0
"Me and my love Seth on video chat @ West Mount Vernon, New York
",1
"Babysitting duties @ Signal Hill - Hilltop Park
",0
"Just call him ol Crazy Eyes Remi #puppylife #houndmix #hounddog #rescuedogsofinstagram…
",1
"Much to all my #friends for your support of my life's passion! @user #Benevolution…
",0
"Was thinking about these two lovely girls today Still can't believe that we are on opposite sides…
",0
"man I can't wait until Monday it's boring asf out here
",1
"We honor your dream Dr. Martin Luther King Jr. Happy Birthday #love #hope #family…
",6
"# commission 48x72 acrylic &amp; newspaper @ New York, New York
",7
"Luna LOVES ice!! Whenever she hears the ice machine she runs and sits to get some!! @ 3812…
",1
"I dont like Mohawks but zaiden looks so handsome with this haircut
",0
"And this is only the beginning K(qu)een #GIT #YEAROFTHEWOMEN @ Philadelphia, Pennsylvania
",4
"protect your magic. #24k @ Portland, Oregon
",4
"Back when I was a #OG #been a #baller #Sdhs #southdoyle…
",1
"""Let the beauty we love be what we do.""•#MARVentures #isaaczagar #phillymagicgardens #vsco…
",0
"HAPPY 21ST honestly glad you made it this far love you more than…
",10
"Need some photos or video work done Hmu @ Crenshaw, Los Angeles
",2
"Hammocking#StuckInSantaCruz #AlmostSummer #PerfectWeather #California @ Santa Cruz, California
",9
"Loving Press Preview time Seeing a lot of Spring/Summer ‘18 collections and loving what I’m…
",0
"Turning knobs in Studio-A tonight By @user @ The Bridge Sound and Stage
",2
"HAPPY BIRTHDAY TO THIS BEAUTIFUL SOUL thank you for being the most selfless and compassionate…
",0
"A year later and this little tillsandia i gifted kmabella is still thriving! #airplant…
",0
"What a great time &amp; GREAT crowd at backstagenashville yesterday!!!! : jillrblock…
",2
"Gucci up @ University Of Arizona, Tucson , AZ
",10
"(at @user for Joywave in West Hollywood, CA)
",2
"minus the swelling, I love it. #industrial @ Tatu St Matthews
",0
"There are no words that give this picture justice #HoHoHo @ Camp…
",1
"Loominatii chicks #fam #baes #youcantsitwithus #latepost #fridaynightadventures @ Brick House…
",0
"Hooray!! The Scientist is back!! @ Bulla Gastrobar
",6
"ALBUM AVAILABLE NOW Make sure you download and stream the the album, it’s available worldwide…
",3
"Typical. @ Gramercy Park Bar &amp; Grill
",1
"So basic, so money @ Daytona Beach, Florida
",4
"Some call me the gangster of love #stevemillerband #usana @ USANA Amphitheatre
",0
"If I wasn't graduating early I would have already smashed a few people
",1
"Walkin’ I beams #heights #staywild @ Industry City
",5
"You Can Do Anything You Set Your Mind Too #ManifestWitJade #ChallengeYourself #AerialPilates…
",11
"The squirrels in oil City lol @ Oil City, Pennsylvania
",1
"Two more fur bb commissions: Alison Madole's Lady and Merlot, who belongs to dogautopsy ️…
",0
"These turquoise wraps are HOT This beauty is headed out to a client!DM us to choose your…
",3
"Trying to write my paper, but I'm pulling my hair out instead. : @user #vsco…
",2
"Lovely little sis Hiromi chan Thank you so much for your wonderful support always!!! How can…
",0
"First day of happiness in the Happiest Place on Earth ️ @ Disney's…
",0
"This is love. #baby @ Toronto, Ontario
",0
"Appreciate the Free drink @user @ Prospect Park Galleria
",11
"I love hiking! @ Santa Rosa Plateau Ecological Reserve
",0
"When you’re a zombie, but then you kinda have to assist the Wee Monsters with their dance @ In…
",1
"So grateful! Love from sunny California #thanksgiving #rincon #happyplace #blessed @ Rincon…
",5
"#latergram of camera phone lights in the air as Luke sang Drink a Beer @ JOHN PAUL JONES ARENA
",0
"Sunday Funday with my favorite Boo Thang. #sandiego #tractorRoom #SD @ The Tractor Room
",0
"Fun summer night in #Detroit last night! : bontre12 @ Campus Martius Park
",2
"So happy to be home ️ @ Indio, California
",0
"A Planned Vision @user @user @user
",11
"I got a new #Vape mod yesterday. Isn't it cute? #vapelove #joytechpenguin #vapecommunity…
",6
"PHOTO: Britt Daniel &amp; Rob Pope of @user Friday stubbsaustin : andrea_dane42 #spoon…
",2
"the sky rn is @ Lake Arlington, TX
",11
"I guess you could say Tennessee got..... smoked @ Bryant–Denny…
",5
"Sorry Niki some damn fool reported the original post , but idgaf . #repost @user
",1
"#InsideTheBin #AirbusA300 #flow @ Orlando International Airport (MCO)
",3
"my life is an obscure comic book reference || :_frankiiee #halloweenweekend #nightone #hawkeye…
",2
"Kell Watt and spiked seltzers @ Beacon Street
",0
"Nibble before class @ Sunset Cantina
",5
"lemme tell u bout my best fran @ The Westin Book Cadillac Detroit
",8
"PlayOffs Gone Be Lit!! #BeastMode #Believe @ Shavertown
",3
"I ️ Chipotle (@ Chipotle Mexican Grill in Daly City, CA)
",0
"Cake Boss @ Carlo's Bakery Times Square
",5
"• yeah she looks impressed @ The Westin Trillium House Blue Mountain
",1
"Camren is so real .Instagram: @user @user #727tour…
",0
"#Jokes Hahaha He don’t know where or what to do !!! Comment what u did for NYE now for a…
",1
"Keeping it real @ McPherson County Courthouse
",11
"Happy Birthday to ME! #24 : epleitez @ Santa Clarita, California
",2
"so thankful that Meredith College gave me the most amazing sisters ️ #rushMC #studentadvisors @user
",0
"Happy cold weather Sunday! Don't forget ur coat! :@olanart #model #photo #wlyg #curvymodel…
",2
"happy to have you as my bff @ Olympia &amp; Granby Mills
",6
"@user you're crazy, I love you #iheartjingleball #elliegoulding @ Allstate Arena
",1
"We you, Grandpa Trapper. #letithealheel #worldsmostperfectdog…
",0
"Social Damage's final west coast tour. :vvntal #Hardcore @ Bridgetown DIY
",2
"Gettin' trimmed up for NYE. #NYEDetroit #NYEinTheD#VigilanteBarber#BlackTheSalon @user
",6
"performing my poem ""Risen"" @ The Daily Brew. with my 2 favorite people in attendance …
",6
"Decorating our first tree! @ Sunset Park, Brooklyn
",8
"Those Fayetteville sunsets. @ Mount Sequoyah Center
",0
"Stunning day in Boston! @ Northeastern University
",9
"TONIGHT @user • Broadcasting Live On Mega97.9FM• Music By:* @user
",3
"1 palabra, aburrido @ The Metropolitan Museum of Art, New York
",1
"Happy Holidays with 6 days to Christmas #happyholiday #6daysandcounting #christmastree…
",8
"Happy birthday to the Marine Corps/ Navy @ The University of Texas at…
",7
"️ i hate having problems w people so dm, text, snapchat me do whatever. want to do nothing but…
",0
"Happy 8th crazy night to all my J friends yes I celebrate both ... why I been told many times…
",4
"Don’t tempt us with a good time had a blast seeing @user
",10
"Thank you Manda @user for my awesome new hair color!! I'm so in love @ BANG
",0
"Had the pleasure of hanging out with this wonderful couple today @user
",8
"Xmas tree and Toys for tots ! (@ Coldwell Banker Burnet Highland Park in St. Paul, MN)
",8
"@ Eastrock Soldiers And Sailors Monument
",7
"Good times and bad decisions @ Bongos Beach Bar &amp; Grille
",13
"Stellar Sundaze I first want to thank the amazing #stellargirls for bringing great vibes to…
",4
"thicc and curly with da crinkle cut boi // : sarah_bbubble // #WildwoodIsAPlace #CrinkledAF…
",2
"#lorenzoserafiniboni #neworleans #secondline #roadtonola @ New Orleans, Louisiana
",7
"I LITERALLY CANT STOP LAUGHING!!!!!!! @ Oro Valley, Arizona
",1
"Exploration and Documentation @ San Francisco, California
",2
"Morning ritual... I sometimes love it, but today, I hate it! #goforthandlive @ Raley's Family…
",13
"He so handsome#GulfShores #FamilyVacation @ Gulf Shores, Alabama
",0
"#olivertwist #love #chihuahua #sunday @ Jubilee Lake
",0
"I feel bad for @user because my school had the . @user
",3
"Alice in wonderland 2 (at @user —
",0
"This school WiFi comes in handy when you don't have service
",1
"Dreamy bridesmaid bouquet for @user beautiful wedding in Athens #summerinthesouth // :…
",2
"Ready, set, RUN! into our shops for last minute gifts today! We’re open 10 - 4pm @ Forbidden…
",8
